reviewId	reviewer	datePublished	starRatingOutOfFive	reviewTitle	reviewComment	source
372	CuriousLlama-80219	12/30/2020	3	FSA declined	"""I would have given a higher rating if it took my FSA card.  chat couldn't help"""	https://americanaed.com/
373	OutstandingGiraffe-30408	12/30/2020	4		"""I like the package deal, but The package deal did not give me the option to buy another adult pad.  It only offered child pad."""	https://americanaed.com/
374	ShyKoala-60361	12/29/2020	2	website slow 	"""website is slow and hard to get where you want to go."""	https://americanaed.com/
375	SpotlessLion-79195	12/29/2020	5	Easy purchase experience	"""Haven't received product yet as just ordered, but the purchase experience and coupon were great."""	https://americanaed.com/
376	PerfectAardvark-92039	12/28/2020	5		"""Aaron was helpful in helping our church save money and save lives!!"""	https://americanaed.com/
377	GentleReindeer-7974	12/23/2020	5	straightforward and simple	"""The process was very easy and the price was great."""	https://americanaed.com/
378	TameWoodchuck-38872	12/23/2020	5	Quick. Easy. Budget friendly. 	"""Our fire department has purchased 5 AEDs this year from American AED. I like that I only have to go to one source for all our needs."""	https://americanaed.com/
379	JollyIguana-56658	12/23/2020	5	Live Chat Was very helpful, I believe I bought the best AED for the best price. Thanks	"""The customer support representative, Aaron was very helpful and patient in any my many questions and concerns in purchases the best AED with the best options for my situation.  Thanks."""	https://americanaed.com/
380	HealthySeahorse-6539	12/23/2020	5	FREE SHIPPING	"""Free shipping when other AED companies charged 69.00 to ship to AK.  Thank you American AED!"""	https://americanaed.com/
381	ShinyPossum-23126	12/21/2020	5		"""very easy to use website, even for the non medical professoinal"""	https://americanaed.com/
382	MushyWalrus-68763	12/19/2020	3	Good 	"""Good  quality got  this for my car"""	https://americanaed.com/
383	BlueJackal-83423	12/17/2020	5	Very easy to use site, this will be my second purchase, very happy.	"""Our first unit is quality and was shipped as promised."""	https://americanaed.com/
384	FamousPossum-68393	12/16/2020	5	Simple site to use and good pricing	"""Great pricing, good chat support"""	https://americanaed.com/
385	gregorydaye	12/14/2020	5	My AED	"""Very reasonable price, and an excellent product."""	https://americanaed.com/
386	ExuberantButterfly-30887	12/11/2020	5	Great Value - Easy Ordering	"""Checked several other companies, this was the only company that offered the  kit option at a great price and also offered the same discount as the others were."""	https://americanaed.com/
387	adar-35177	12/09/2020	5	Really easy to navigate the site	"""Good price for a complete package"""	https://americanaed.com/
388	FaithfulWasp-57800	12/08/2020	5	Easy peasy!	"""Website was very easy!!!!"""	https://americanaed.com/
389	nr6ca	12/08/2020	5	Simple to place the order.	"""Very easy to order my battery from the web site."""	https://americanaed.com/
390	GleamingNightingale-73995	12/07/2020	5	Just Fine	"""Easy-peasy. No problem ordering."""	https://americanaed.com/
391	JollyGrasshopper-91151	12/06/2020	5		"""It was very easy to get coupon applied & complete transaction."""	https://americanaed.com/
392	DizzyWhale-53908	12/04/2020	5		"""Very easy to order. Thanks for discount"""	https://americanaed.com/
393	SuccessfulRobin-72260	12/03/2020	5	Super eas y shopping	"""Had to replace the defibrillator pads in my office. Quicly scanned the website and immediately found the pads I needed and even checked the price against other websites, basically the best price available with the free shipping. Thanks for making one thing on my to-do list easy today!"""	https://americanaed.com/
394	CleanMongoose-71722	12/02/2020	5	Airborne Just Purchased a Must Have Durable American AED Home Defibrillator	"""MUST NEED! I was contemplating  for a couple weeks in the purchase of a home defibrillator.  I made the decision it would priceless if I had one in preparations of a Family member displayed symptoms of a heart attack and i had one. I purchased a defibrillator from the American AED web page. The site has a variety of accessories if needed you can buy to use with the product. The Organization pricing is lower than what I had thought.  I  highly recommend reviewing  American AED's web site before you decide to buy an AED from other businesses!!!"""	https://americanaed.com/
395	ObedientBadger-81621	11/30/2020	5	Easy Transaction!	"""I was very pleased with the American AED Church Package.  We have many elderly members, and it will give us all a little more peace of mind.  Thank you!"""	https://americanaed.com/
396	drakabee	11/28/2020	5	Added sense of security!	"""Easy site navigation, Very informative and offered a great deal.
I am a 56 yo. in an EMT training class.  Just purchased a Philips AED.
Hopefully, I will never have to use it but it is reassuring if I ever have to."""	https://americanaed.com/
397	GiftedJellyfish-93034	11/25/2020	5	Good Help; Easy Solutions	"""Church unit required new replacement pads for adults/child. Easy online ordering and chat line. Thx much"""	https://americanaed.com/
398	Daveemt	11/24/2020	3	nt happy	"""Was a good experience except I have not received the infant set of pads. They told me they were on back order 2 weeks ago and have not heard anything more."""	https://americanaed.com/
399	ImportantNighthawk-3396	11/24/2020	5	Excellent	"""Easy ordering, fast shipping. I have educated our church members how to use an AED and feel confident that in necessary we can help deliver potential life-saving measures."""	https://americanaed.com/
400	revtalley1	11/23/2020	5	More than what I expected.	"""I ordered the Philips HeartStart OnSite AED Value Package and got a lot more materials than expected.  Ordering was straightforward, easy, and it was already at a good price, but also got an additional $200 off!"""	https://americanaed.com/
401	FoolishAardvark-20701	11/23/2020	5	Great Company	"""I have used American AED for several companies. Its products and customer service are exceptional."""	https://americanaed.com/
402	BlushingPenguin-39655	11/22/2020	5	quick, easy order	"""website very well organized and easy to navigate.  found what i was looking for and was easy to finalize order"""	https://americanaed.com/
403	HappyAngelfish-2032	11/22/2020	5	AED Experience	"""We successfully assembled our AED; however, we need an avenue to order children's pads at a discounted rate.  Thank you"""	https://americanaed.com/
404	FamousWalrus-47902	11/21/2020	5	Great Service	"""I live in a remote area and wanted an AED as we are far from emergency services.  American AED was very easy to order from and my order was shipped quickly and arrived promptly.  I would recommend them to anyone purchasing an AED."""	https://americanaed.com/
405	MushySnail-5579q	11/20/2020	5	10 out of 10 would recommend 	"""Delivery was extremely quick"""	https://americanaed.com/
406	WildChameleon-60952	11/20/2020	5	AED for Jazzercise	"""This AED arrived in perfect shape, and I appreciate the extras such as a metal wall cabinet, stickers, etc. that were included for no extra cost.  The price was $350 less than what was quoted by our local CPR company.  Our Jazzercise customers have expressed their gratitude that we now have an on-site AED for emergencies."""	https://americanaed.com/
407	LuckyHorse-3984	11/20/2020	5		"""Product arrived in a timely manner. Product was easy to set up. Everything looks high quality."""	https://americanaed.com/
408	RealDinosaur-26542	11/20/2020	5	Easy Peasy	"""Order process was quick and easy"""	https://americanaed.com/
409	BraveBeetle-75201	11/20/2020	5	Excellent 	"""I placed the order it got delivered thank you very much"""	https://americanaed.com/
410	FierceStork-97345	11/20/2020	5	Best on the market	"""I was an AED instructor while teaching scuba diving... this is the best out there"""	https://americanaed.com/
411	AnxiousAnteater-25254	11/20/2020	5	Excellent selection and service	"""The equipment I needed was in stock and delivered immediately as advertised. Great prices, great selection, great service."""	https://americanaed.com/
412	BlueQuail-20714	11/20/2020	5	Great	"""Felivery came on time 
All"""	https://americanaed.com/
413	GleamingParrot-71034	11/19/2020	5	Great Service	"""Everything was great and costumer service was very professional."""	https://americanaed.com/
414	ExcitedElephant-73534	11/17/2020	5	Great pricing on great product	"""It was a very easy process to order AED and associated equipment to set up at my new practice"""	https://americanaed.com/
415	CleanRooster-78706	11/16/2020	5		"""I’ve trained on and used this product as a Federal Agent and think it would be great to have at home by my pool."""	https://americanaed.com/
416	PowerfulJaguar-62720	11/12/2020	5	A life saving deal	"""Quick, easy and good prices."""	https://americanaed.com/
417	HelpfulBass-14975	11/11/2020	5		"""Awesome buying experience."""	https://americanaed.com/
418	Chillicothesda	11/10/2020	5	Church AED	"""Worked with a representative and everything went smoothly. Only thing is we had to wait for our pediatric pads to come in."""	https://americanaed.com/
419	Ziehl-Abegg	11/09/2020	5	Quick and friendly.  Lots of product knowledge.  Highly recommend	"""Wrong charging cable was shipped.  Called and they shipped the correct one the same day at no charge."""	https://americanaed.com/
